,listing_id,description,room_type
18772,30272473,Glamorous studio in Chelsea,entire home/apt
18773,30272649,Monthly: Gorgeous 3 Story Brownstone,entire home/apt
18774,30273223,COZY GUEST ROOM,private room
18775,30273352,Spacious Lovely 1B1B in UP Manhattan 4Min to Train,entire home/apt
18776,30274568,Cleo’s Royale II,private room
18777,30275273,Zenful and artistic apartment home,private room
18778,30279712,Cozy 1 bedroom apt in Brooklyn,entire home/apt
18779,30281771,Charming duplex with backyard in Carroll Gardens,entire home/apt
18780,30282074,Classy NY charm place with sunlight (so rare),private room
18781,30283630,Alexander's Lofted Bedroom with Private Entrance,private room
18782,30283940,Charming Studio in Manhattan - Great location!,entire home/apt
18783,30284324,Central park cheap sofa bed,shared room
18784,30285558,"Cozy & convenient studio, midtown west Manhattan!!",entire home/apt
18785,30285772,"Sunny & Spacious, Studio-Like Ridgewood Apartment",private room
18786,30286108,"Bright, Beautiful Bed-Stuy Brooklyn 2 Bedroom",entire home/apt
18787,30288068,A cozy one-bedroom in the heart of Harlem,entire home/apt
18788,30288537,The most expensive neighborhood.,private room
18789,30289305,New York Getaway Beautiful Room,private room
18790,30289333,"Sunny, spacious, 1-bedroom apartment in UES, NYC",entire home/apt
18791,30290307,Beautiful Central 2 Bedroom in Soho!,entire home/apt
18792,30291283,"COMPLETELY PRIVATE ""SMART"" APT IN EAST VILLAGE",entire home/apt
18793,30291704,Beautiful Apartment in Staten Island,entire home/apt
18794,30292232,"1 BR Apartment in Greenpoint, Brooklyn w/ backyard",entire home/apt
18795,30292454,Cozy Sunlit Spacious Bedroom (PURPLE ROOM),private room
18796,30293230,"The best location in Williamsburg, private room!",private room
18797,30293266,It's a Fine Day in Bed-Stuy!,private room
18798,30293282,It's a Delightful Day in Bed-Stuy!,private room
18799,30293824,Upper West Side  Large Two Bedroom,entire home/apt
18800,30294144,It's a Stunning Day in Bed-Stuy!,private room
18801,30294243,Sunny Room next to L train,private room
18802,30295136,"Union Square, East Village Studio",entire home/apt
18803,30295374,"SUNNY, Cozy Private Room in Bushwick!",private room
18804,30296033,Pretty private bedroom in shared apt near Columbia,private room
18805,30296168,Cozy room in sunny apartment across from park,private room
18806,30296204,Brick and Beam Experience in North Williamsburg,entire home/apt
18807,30296768,Sunny and plant-filled room in Crown Heights!,private room
18808,30299604,A Luxury Studio in the Heart of Greenwich Village!,entire home/apt
18809,30307691,Cute One Bedroom in East Village/Lower Manhattan,private room
18810,30308289,Spacious Studio Home in Landmark Townhouse,entire home/apt
18811,30310318,Private cozy spacious bedroom Queens NY,private room
18812,30310672,"Jacuzzi 2-BR by Central Park/Museum Mile, Harlem",private room
18813,30310984,Charming One Bedroom Garden Apt Close to Subway,entire home/apt
18814,30311572,Harlem Oasis,entire home/apt
18815,30312506,The best NYC has to offer,entire home/apt
18816,30312515,"Private, spacious 1bd/1bth Manhattan Apartment",entire home/apt
18817,30312807,Quaint 1 Bedroom in Beautiful Astoria Queens,private room
18818,30313903,Sunny Eclectic Apt Near the Park & Brooklyn Museum,entire home/apt
18819,30313929,"Zen bedroom in Williamsburg, Brooklyn",private room
18820,30314761,Spacious & cozy room/30 min to Manhattan by train,private room
18821,30315829,"Cozy Studio Apartment in Greenpoint, Brooklyn",entire home/apt
18822,30315979,Easy charm in Fort Greene,private room
18823,30316546,"Nice &  clean room, two blocks from Times Square",private room
18824,30316570,★Modern 2BDR WITH BIG PATIO in Upper East!★,entire home/apt
18825,30319473,Amazing Convenient Cozy Room (girl preferred),private room
18826,30319831,Private bedroom in a loft apartment (Williamsburg),private room
18827,30320090,"SPACIOUS, PRIVATE ROOM IN MIDTOWN, PARK AVENUE",private room
18828,30320921,Romantic getaway in the heart of NYC,private room
18829,30321082,Contemporary 1BR in Brooklyn by NÔM Stays,entire home/apt
18830,30321542,Spacious Duplex 3 BR Apt in Bushwick/Ridgewood,entire home/apt
18831,30321732,NYC/UES Beautiful and Sunny one-bedroom apartment,entire home/apt
18832,30323677,Spacious Studio in the Heart of West Village,entire home/apt
18833,30323806,Hidden gem... steps from Times Square,entire home/apt
18834,30324051,"3 bedrooms, 2 bathrooms, huge open space!",entire home/apt
18835,30325235,HUGE 1Br Converted Art Gallery Loft WILLIAMSBURG,entire home/apt
18836,30325250,Charming South Harlem Hideaway with Garden,entire home/apt
18837,30325586,Nice and artsy apartment in East Village,private room
18838,30325604,1 BDRM avail in sunny apartment in Williamsburg,private room
18839,30326749,Spacious Neon Apartment Inspired by the Caribbean,entire home/apt
18840,30327469,Parisian Palace in Heart of Manhattan,entire home/apt
18841,30330519,Spacious room near Columbia University,private room
18842,30334838,Refined private room next to Columbia University,private room
18843,30337531,Cozy Brooklyn 1 Bed,entire home/apt
18844,30338113,Wonderful and sunny 2 bedroom in Brooklyn,entire home/apt
18845,30339947,New Flatiron King Bed Apartment,entire home/apt
18846,30340057,"Cute and cozy room, 1 stop from Midtown Manhattan",private room
18847,30340086,"Peace of Mind, Harlem, Netflix",private room
18848,30340089,Airy and Beautiful East Village 2BR Apt,entire home/apt
18849,30340171,"**Newly Renovated, Cozy, Urban Oasis entire apt**",entire home/apt
18850,30340538,"2 Bed, 2 Bath Flat In Trendy Nolita - Modern!",entire home/apt
18851,30341514,Designer Apartment in NYC near Central Park,entire home/apt
18852,30343546,"Ridgewood/Bushwick Lovely, Clean and Inviting! A/C",private room
18853,30344912,Private 2B Room in 4BR/2BA APT in Hell's Kitchen,private room
18854,30344925,Modern Park Slope 1br right by Prospect Park,entire home/apt
18855,30345024,Very cozy apartment in the heart of Ridgewood =),entire home/apt
18856,30346011,2 Bedroom Apartment in Heart of Chinatown,entire home/apt
18857,30346056,Historic Park Slope 2 bedroom cozy clean apt,entire home/apt
18858,30347099,"Cozy, Airy One Bedroom in Greenwich Village",entire home/apt
18859,30347708,Sonder | 180 Water | Charming 1BR + Rooftop,entire home/apt
18860,30347852,Huge room in Bushwick apt. 20 mins from Manhattan,private room
18861,30347868,Private Room in the Upper East Side,private room
18862,30348624,Better Home Inn,entire home/apt
18863,30348636,"Quiet, serene Holiday getaway in the Bronx",private room
18864,30348644,"New York, prime location cozy 1bedroom unit!",entire home/apt
18865,30348944,Spacious modern condo by Columbia University,entire home/apt
18866,30348979,Huge studio on Central Park west top location,entire home/apt
18867,30349243,Modern- and newly renovated Brooklyn apartment,entire home/apt
18868,30349344,Roomy and Relaxing 3 Brooklyn Apartment,entire home/apt
18869,30351170,Top floor of an amazing duplex,private room
18870,30351256,"HUGE ONE-BED, PROSPECT PARK, CAT LOVERS ONLY!!",entire home/apt
18871,30352538,Spacious Garden Studio,entire home/apt
18872,30353296,"Spacious room 2min walk to Subway M,R near Mall",private room
18873,30353302,Room close to La Guardia Airport,shared room
18874,30354041,"Affordable Room close to train, mall. With WIFI.",private room
18875,30354304,Private room in spacious BK community w/ parking,private room
18876,30355292,Shared male room of your dreams on Manhattan III,shared room
18877,30355532,1BR in Manhattan. Central Park at your doorstep!,entire home/apt
18878,30355793,Unbelievable male room& best price on Manhattan II,shared room
18879,30358423,Cozy Room in Great APT! Near LGA / Manhattan,private room
18880,30359944,Gorgeous Room in a renovated Woodside townhouse!,private room
18881,30361847,"One bedroom apartment in Brooklyn, NY",entire home/apt
18882,30367011,Quiet Neighborhood Close to Trendy Spots,private room
18883,30367724,Cozy private room in Williamsburg,private room
18884,30367948,Beautiful apartment in Brooklyn Heights,entire home/apt
18885,30369014,Private room with a view- cosy apt in East Village,private room
18886,30369494,LOFT EXPERIENCE IN HEART OF WILLIAMSBURG,private room
18887,30369652,Central Park Loft,entire home/apt
18888,30369751,Private bedroom w/ bathroom in cozy UWS apartment,private room
18889,30370124,Cozy Room 1,private room
18890,30370564,LINCOLN CENTER / LUXURY 2BED 2BATH,entire home/apt
18891,30370565,"Cozy private room in NYC 
25 mins from Midtown",private room
18892,30370613,Central & Comfy East Village Studio,entire home/apt
18893,30370642,"Serene,  Clean Studio in South Williamsburg",entire home/apt
18894,30370778,Large room  2 min walk to subway near mall,private room
18895,30372287,Private Floor in Brownstone near Prospect Park,entire home/apt
18896,30372486,Luxury Apt - Private Suite  in Theater District,private room
18897,30373102,Big cozy room in Washington Heights,private room
18898,30373480,Cozy Nook in Trendy Lower East Side,entire home/apt
18899,30373928,*Beautiful Private Room near Subway,private room
18900,30374290,Private Bedroom w/ Queen Size bed in Williamsburg,private room
18901,30374563,Open & Bright Williamsburg 1 Bed Loft,entire home/apt
18902,30375114,South Prospect Park Private Middle Room F&Q subway,private room
18903,30376063,Industrial Chic Stuyvesant Bedroom Madison 1R-1,private room
18904,30376368,Hip East Village Flat,entire home/apt
18905,30376416,pinlia,private room
18906,30376690,Charming Harlem Studio!,entire home/apt
18907,30376805,Penthouse Apartment to view July 4th Fireworks,private room
18908,30377021,Shared Room 4 FEMALE Guests 30mins to Manhattan-2,shared room
18909,30377430,Modern Private Stuyvesant Room Madison 1R-3,private room
18910,30377654,Greenpoint Creative's Apartment,entire home/apt
18911,30377718,Sunny Stuyvesant Private Bedroom Madison 1R-4,private room
18912,30378040,Artsy Stuyvesant Private Bedroom Madison 2L-1,private room
18913,30378751,Homely One Bedroom on a quite safe street!,entire home/apt
18914,30378764,Luxurious Manhattan Apartment with Rooftop Views,entire home/apt
18915,30378844,Mellow Stuyvesant Bedroom Madison 2L-2,private room
18916,30378982,Modern Brooklyn Zen with Private Garden,entire home/apt
18917,30379067,Large Room in Sunnyside,private room
18918,30379843,"Your NY home for Quality time , Fully Equipped !",entire home/apt
18919,30387173,Exquisite UWS 2BR w/ Gym + Doorman by Blueground,entire home/apt
18920,30387377,"Welcoming Chelsea 1BR w/ Roof deck, Gym + Doorman by Blueground",entire home/apt
18921,30387425,Swanky 1BR in Central Chelsea w/ Garden by Blueground,entire home/apt
18922,30387600,"Cozy Midtown Studio w/ Gym, near Penn Station by Blueground",entire home/apt
18923,30387820,Cozy Central Chelsea Studio w/ Balcony + Doorman by Blueground,entire home/apt
18924,30388057,Dreamy 1BR in Hip East Village w/ Doorman + Gym by Blueground,entire home/apt
18925,30388100,Light-filled Studio in Swanky Chelsea w/ Gym + Doorman by Blueground,entire home/apt
18926,30388352,"Lofty UES 1BR w/ Indoor pool, Doorman, City views by Blueground",entire home/apt
18927,30389262,Large Couples Room for that Perfect New York Stay,private room
18928,30390975,Room & Private Bath + Free Gym/Pool/Theater/More!,private room
18929,30391061,Travelers Delight - Minutes from JFK and MTA,entire home/apt
18930,30392569,"Picture-perfect Flatiron Studio w/ Rooftop + Gym, by Blueground",entire home/apt
18931,30392623,"Dapper Park Ave Studio w/ Gym, near Grand Central by Blueground",entire home/apt
18932,30392930,Bright + Mod Tribeca Studio w/ Indoor pool + Gym by Blueground,entire home/apt
18933,30393099,Handsome Tribeca Studio w/ Indoor pool + Gym by Blueground,entire home/apt
18934,30393251,"Darling Chelsea 1BR w/ Balcony, Doorman + Gym by Blueground",entire home/apt
18935,30393443,"West Village/Chelsea 3 bd, unbelieveable location!",entire home/apt
18936,30393836,"Chic Chelsea Studio w/ Balcony, Gym + Doorman by Blueground",entire home/apt
18937,30393853,Spacious 1 Bedroom in Historic Brownstone,entire home/apt
18938,30394133,Friendly Midtown East Studio w/ Great light + Gym by Blueground,entire home/apt
18939,30394518,Opulent FiDi Studio w/ Great Rooftop + Gym by Blueground,entire home/apt
18940,30395040,Naturally Lit/ Cozy & Cute Studio in Flatbush,entire home/apt
18941,30395433,Gorgeous NYC apt.  near everything! (Women only),private room
18942,30396100,"Private Bedroom in Prime Bushwick, GREAT Location!",private room
18943,30396953,Bright South Slope Studio,entire home/apt
18944,30397278,Cozy loft bed,shared room
18945,30398077,A large Sunny Bedroom in Astoria,private room
18946,30398373,Fifth Ave/Central Park Studio Apt,entire home/apt
18947,30398938,Perfect Location in Manhattan,entire home/apt
18948,30399177,Next to train-Spacious-Sleeps 2-Flex Chk In Times,private room
18949,30399408,Cozy Studio in Upper East Side,entire home/apt
18950,30399435,"East Village Gem for 7, 1 block to train",entire home/apt
18951,30399972,Charming room Newly Renovated Apt30 mins from city,private room
18952,30400100,"Greenwich Village/ Noho Duplex Flat! Bright, Luxe",entire home/apt
18953,30400390,Cozy Exposed Brick Apartment in Brooklyn !,entire home/apt
18954,30400423,Amazing Room Close to Metro,private room
18955,30400683,Amazing place Harlem (10 min walk Central Park),private room
18956,30400980,Cozy 2 Bed/1 Bath in the heart of Red Hook,entire home/apt
18957,30401429,Lovely room in convenient location. J/M & L trains,private room
18958,30402045,Large private room in 2nd floor apartment.,private room
18959,30403397,Cozy spacious studio close to Times Square,entire home/apt
18960,30403878,*Just right budget room :),private room
18961,30404034,Bright 1BR Duplex - Welcome to Bed-Stuy!,entire home/apt
18962,30404664,A Large Private Room in Greenpoint- 15 min to Manh,private room
18963,30405178,Luxury Apartment in Midtown West,entire home/apt
18964,30406215,Comfy Midtown East Getaway,entire home/apt
18965,30406311,Private room (Bee Room) in Bushwick Brownstone,private room
18966,30406899,Private room (Paris Room) in Bushwick Brownstone,private room
18967,30407158,BEAUTIFUL PRIVATE ROOM IN EAST VILLAGE,private room
18968,30408787,Clean + Comfortable Bedroom in West Harlem,private room
18969,30415541,"Lovely 2 BR Skyline View , 5 Min to Manhattan",entire home/apt
18970,30417368,Great 1br near Prospect Park,entire home/apt
18971,30417665,MANHATTAN Upper West LUXURY -- for  5. Free Parkng,entire home/apt
18972,30417877,Private Room #2 in Brooklyn,private room
18973,30418156,Cozy room in Doormen/Elev. bldg by Grand Central,private room
18974,30418220,Aziza's Cosy Apartment,private room
18975,30418770,Beautiful bedroom in a 3 bedroom apartment,private room
18976,30418905,Private Room In Brooklyn Community House,private room
18977,30421561,"Ideal UES 1BR w/ Doorman, near Central Park by Blueground",entire home/apt
18978,30421742,"""Mi casa es su casa"" Welcome home",private room
18979,30422813,Studio in East Williamsburg - Steps to Subway,entire home/apt
18980,30423106,Lou's Palace-So much for so little,private room
18981,30423282,Lovely Aprt. 6 mins walk from Utica Av. Station,private room
18982,30423571,Bushwick Bedroom,private room
18983,30424508,Bright + cozy room in leafy Williamsburg apartment,private room
18984,30424707,"Beautiful, comfortable 1bedroom in Hell's Kitchen!",entire home/apt
18985,30425766,Bed in a shared male room,shared room
18986,30425770,Queens Corner Lot,entire home/apt
18987,30426001,South Harlem Share,private room
18988,30427521,"Cozy, bright Bohemian pad in NYC's Epic Village",entire home/apt
18989,30427669,Private Rooms in Brooklyn,private room
18990,30428469,"Cozy, spacious Studio located on Upper East Side",entire home/apt
18991,30428479,"Clean, Warm, and Comfortable !",entire home/apt
18992,30428730,Charming Studio in the heart of West Village,entire home/apt
18993,30429469,Time Square - DOUBLE DOUBLE ROOM,private room
18994,30429519,Bright room in a newly renovated Apt in Brooklyn,private room
18995,30429620,BIG APPLE - SUNNY  DOUBLE DOUBLE,private room
18996,30429625,Guest Room with 2 beds in Bayridge Brooklyn,private room
18997,30429780,GOTHAM  - DOUBLE DOUBLE,private room
18998,30429970,TIME SQ WEST- COZY DOUBLE DOUBLE,private room
18999,30430139,TIME SQ WEST-COZY KING ROOM,private room
19000,30430185,BIG APPLE - COMFY KING ROOM,private room
19001,30430235,MANHATTAN WEST - SUNNY KING ROOM,private room
19002,30430294,MADISON SQ - COZY KING ROOM,private room
19003,30434346,"Prime private room,  on bedford ave in a 2Bd apt",private room
19004,30435663,Magical Gramercy Apartment,entire home/apt
19005,30435839,Comfortable sweet room near to JFK airport - 8min,private room
19006,30437291,Beautiful large room Manhattan/Roosevelt Island,private room
19007,30437417,Spacious 1 Bedroom Brooklyn Apartment,entire home/apt
19008,30437498,"LXRY BLDG-next to Central Park, Times Sq,SLEEPS 5!",entire home/apt
19009,30437677,Clean apt for 5 close to the city & with free gym,entire home/apt
19010,30437968,Beautiful one bed in the best part of Brooklyn,entire home/apt
19011,30438095,Clean apt for 3 close to the city & with free gym,entire home/apt
19012,30438271,Large Bedroom Next to Central Park,private room
19013,30438391,Newly built stylish retreat. A couple's haven...,private room
19014,30438997,Garden apt for 4 near the city & with free gym,entire home/apt
19015,30439073,Gorgeous 2 bedroom condo with a Manhattan skyline,entire home/apt
19016,30439210,Charming 2 Bedroom in Park Slope,entire home/apt
19017,30439398,Super Sunny Room in Calm Bed-Stuy Apartment,private room
19018,30439600,"NY Penthouse in Midtown, Near everything Christmas",entire home/apt
19019,30439783,The Halsey Treehouse,private room
19020,30439949,Fantastic sunny apartment and  10 Min to Manhattan,entire home/apt
19021,30440226,Sky-luxury building 1b1b Main bedroom rental,private room
19022,30440427,NYC Designer 4bedrooms 2bath! PRIVATE PATIO,entire home/apt
19023,30440488,Gorgeous Private Bedroom Madison 2L-4,private room
19024,30440903,Amazing Bedroom in Bushwick Madison 3L-3,private room
19025,30441211,Excellent large private room - HK/Columbus Cir,private room
19026,30441504,"Large, Comfortable 2 Bedroom Apartment",entire home/apt
19027,30441751,"Spacious, Sunny Apartment in Bed Stuy",entire home/apt
19028,30441795,Stunning Luxury Priv. Room: Prime Upper East!,private room
19029,30442211,Whole Bedroom in Co-Living Space Madison 3L-4,private room
19030,30442257,"Luxury Building 15 mins from LES
Manhattan",entire home/apt
19031,30442290,Modern Private Bedroom in Stuyvesant Madison 3L-5,private room
19032,30442333,"Lovely  colonial house in Queens, New York.",entire home/apt
19033,30442665,"Private Bedroom in Williamsburg, Brooklyn",private room
19034,30442870,Furnished Bedroom in Brooklyn Madison 2R-1,private room
19035,30443961,"Cozy Private Bedroom in NYC ""LES"" Manhattan!",private room
19036,30444675,Lovely Apartment in Upper West,entire home/apt
19037,30444773,Comfortable Space in the Center of Brooklyn,entire home/apt
19038,30445028,Midtown Priv. Lux.Room in a Penthouse (only girls),private room
19039,30445079,Spiritual Oasis in the East Village,entire home/apt
19040,30445539,Cozy & clean private bedroom. Brooklyn NY,private room
19041,30446253,"Affordable, quiet, tasteful bedspace",private room
19042,30447266,ENJOYABLE APT. FOR LONG STAY. 15 MIN. TO MANHATTAN,entire home/apt
19043,30448539,Lower East Side Tenement Get Away,private room
19044,30448678,Bed in a shared male room2,shared room
19045,30449094,Private Room in A Family House,private room
19046,30449111,Bxny Yankees,private room
19047,30450834,Mina’s House,private room
19048,30451593,HOLIDAY RENTAL: Great Room Close to Trains!,private room
19049,30452520,"Cozy bedroom in heart of Manhattan, next to Empire",shared room
19050,30453281,☯ Ur Cool & Cozy Chambers ☯,private room
19051,30457958,East village renovated studio,entire home/apt
19052,30458672,Newly renovated with elevator room 1,private room
19053,30459588,Beautiful and open apartment in Hamilton Heights,shared room
19054,30460606,"Spacious, Sleeps 10, 2 baths, EAST VILLAGE!",entire home/apt
19055,30460675,2 Bedroom Williamsburg Oasis w/Private Backyard,entire home/apt
19056,30461720,"Cozy yet Spacious 1BR Apt, 25 Min from Manhattan",entire home/apt
19057,30462343,⭐SPRING/SUMMER SALE- LARGE OUTDOOR PATIO⭐,entire home/apt
19058,30462998,Urban Oasis Steps from Central Park,entire home/apt
19059,30463017,Classy welcoming 3-bedroom - 20 Mins to Manhattan,entire home/apt
19060,30463784,"Luxury 4br 2ba, sleeps 12! Blocks from Subway.",entire home/apt
19061,30464086,Naelle studio,entire home/apt
19062,30464498,"Ideally located cozy, quiet apartment",entire home/apt
19063,30464926,"BK. Private entrance, w pool and gym",private room
19064,30465758,Stylized room in Harlem 141 st,private room
19065,30466053,Awesome 2 bed apartment in LES,entire home/apt
19066,30466608,Manhattan studio near Central Park & Times Square.,entire home/apt
19067,30466737,Art Life in the City – from Brooklyn to Manhattan,private room
19068,30467785,Private Chic Midtown 1 BD Apt Theater District,entire home/apt
19069,30468177,Sunny apartment in the heart of Williamsburg,entire home/apt
19070,30468550,Lovely one-bedroom in Hamilton Heights,entire home/apt
19071,30468686,Minimal Bed-stuy Bedroom with Fire Escape,private room
19072,30468736,Spacious apt in Brooklyn Brownstone 1 min to Metro,entire home/apt
19073,30469105,"Global Sanctuary ~ Brooklyn, Entire House",entire home/apt
19074,30469789,Big bright apartment in hip neighborhood,entire home/apt
19075,30470126,Spacious and Cozy Room - Just like Home,private room
19076,30470365,Cozy Brooklyn Apartment,entire home/apt
19077,30470373,⭐$1.6 MILLION CHELSEA FLAT⭐LUXURY AND LOCATION!,entire home/apt
19078,30473558,Cozy comfortable room,private room
19079,30474972,1 bedroom in newly renovated apartment,private room
19080,30475015,Room in Charming Brooklyn Apartment,private room
19081,30476053,Gorgeous 2 Bed Oasis near Vibrant Prospect Park!,entire home/apt
19082,30476363,"COZY APARTMENT, CLOSE TO MIDTOWN-MANHATTAN.",entire home/apt
19083,30476370,Sweet BR (B) in owner's duplex very near subway,private room
19084,30476876,"Cozy studio is all you need, 20 mins to Manhattan",private room
19085,30477370,Luxury bedroom with River View,private room
19086,30477526,Cozy Getaway in Harlem,entire home/apt
19087,30478388,"Your home away from home, private cozy room",private room
19088,30483084,Spacious Two Bedroom in Crown Heights,entire home/apt
19089,30489218,"Gorgeous 1-bedroom apt in Williamsburg, Brooklyn",entire home/apt
19090,30489379,Calm bed. perfect for students and travelers.,shared room
19091,30494093,Sunny garden apartment in historic Brooklyn,entire home/apt
19092,30495338,"Luxe, Quiet, Bright 1br in Prime Williamsburg",entire home/apt
19093,30495558,Peaceful and Clean Home in Fort Greene.,private room
19094,30495769,"Luxury building, best location in williamsburg!!",private room
19095,30497529,1 Bedroom in east village,entire home/apt
19096,30498747,Luxurious bedroom in Tribeca - walk to World Trade,private room
19097,30499051,Chic and spacious split-level,entire home/apt
19098,30499109,NYC Christmas spirt entire apartment in Brooklyn,entire home/apt
19099,30499163,Luxury midtown east apartment,entire home/apt
19100,30499662,Beautiful Bedroom with Private Bath in Brooklyn,private room
19101,30501797,Cozy 1 bedroom east village apartment,entire home/apt
19102,30501806,Bright UWS apartment a block from Riverside Park,entire home/apt
19103,30501956,"3 beds w/ Kitchenette, own bath separate entrance",private room
19104,30502203,"Clean, Cozy Private Bedroom/Apartment",private room
19105,30502914,Family Suite Beautiful Brooklyn Home,private room
19106,30503210,Huge sunny 2bed apt in Harlem. Skyline views!,entire home/apt
19107,30504780,NEW Brooklyn studio get away!,entire home/apt
19108,30505350,A place to crash in historical Bed-Stuy,entire home/apt
19109,30505732,Renovated 2-Bedroom Apt in Williamsburg with Patio,entire home/apt
19110,30505964,Cozy renovated Brooklyn apt near LGA JFK NYC,entire home/apt
19111,30506672,Peaceful Haven in NYC!,entire home/apt
19112,30506799,Cozy Williamsburg Apt in the Coolest Neighborhood!,entire home/apt
19113,30507110,Small room in shared APT near CUMC.,private room
19114,30507545,Nice & Big 2 Bedroom Apartment in The East Village,entire home/apt
19115,30508185,Cozy private bedroom,private room
19116,30509658,Quiet Apartment in Times Square / Hell’s Kitchen,entire home/apt
19117,30509757,"Cozy area, Woodside!  w/ 3windows& AC",private room
19118,30510275,"Charming, well-located with everything you need!",entire home/apt
19119,30510347,"Modern, Sunlit Brooklyn Apartment",private room
19120,30511096,Private room,private room
19121,30511301,Sunny 2 Bdr Apartment in Williamsburg (1000sqf),entire home/apt
19122,30511773,"Sunny, Comfy, Artsy 1BR in Astoria",private room
19123,30511873,Cozy studio middle of Manhattan/ close to Time sq.,entire home/apt
19124,30512146,Artsy Upper East Side Apartment,entire home/apt
19125,30512304,Quiet and safe one bedroom in Upper Manhattan,entire home/apt
19126,30512507,Cozy Sunbathed Studio in Brooklyn,entire home/apt
19127,30512582,Beautiful 6BR + Terrace in SOHO! Dream Location!,entire home/apt
19128,30513862,Romantic New York City Get-Away,entire home/apt
19129,30514000,"Cozy, quite, clean place to feel like home",private room
19130,30514166,Queen Bedroom newly renovated Bushwick Apartment,private room
19131,30514401,1 bedroom,private room
19132,30518222,Clean & Lovely Couples Room Near Mall & Manhattan,private room
19133,30521015,Comfy Cozy,entire home/apt
19134,30523683,UPSCALE DWELLING,private room
19135,30524542,The Gingerheadman's House!,private room
19136,30524703,Bright 1 Bedroom Apartment in Prime Manhattan area,entire home/apt
19137,30525544,Tidy 1 bedroom near NYU,entire home/apt
19138,30525680,Prospect Heights Garden Duplex,entire home/apt
19139,30525727,15 minutes From Times Square!!,private room
19140,30526105,A cozy place,entire home/apt
19141,30526261,Downtown 2 Bed 2 Bath In Nolita - Walk Everywhere!,entire home/apt
19142,30526468,"Elegant Ft. Greene One-Bedroom, 5 min from Subway",entire home/apt
19143,30527403,Luxury 2BD 1Bath Condo in Harlem.,entire home/apt
19144,30527466,Cozy Quiet Studio Right off Time Square,entire home/apt
19145,30527535,Spacious & Cozy Master BR - Nearby Prospect Park,private room
19146,30527900,Amazing large 1BR Brand New quiet moderm Charm!!!!,entire home/apt
19147,30528438,Spacious one bedroom apartment - Brooklyn,entire home/apt
19148,30528551,Luxury penthouse,entire home/apt
19149,30528692,Real New York Experience! Pvt 1 bedroom apt in UES,entire home/apt
19150,30530151,Brand new luxurious apartment in SoHo!,entire home/apt
19151,30530758,"Centrally located Brooklyn 4br, Stunning Skyline",entire home/apt
19152,30531246,"Luxury Apt, 1 BR, Stainless Steel Appliances",entire home/apt
19153,30531953,SUPERIOR KING ROOM -PRIME WILLIAMSBURG,private room
19154,30533273,Your own little apartment in New York,entire home/apt
19155,30535751,Townhouse for 12 close to the city & w free gym,entire home/apt
19156,30535813,Cozy room in heart of NYC,private room
19157,30536087,Time Square South Deluxe King Room,private room
19158,30536585,"Bright, spacious en-suite room in co-living house",private room
19159,30537134,Flushing downtown  luxury suite,private room
19160,30537849,NEW GARDEN APT IN THE HEART OF PARK SLOPE,entire home/apt
19161,30539227,NEWLY AVAILABLE  - Just TWO BLOCKS away from LGA,private room
19162,30539307,Cozy 1Bedroom Loft Style living (The entire Floor),entire home/apt
19163,30540323,NYC East Village Doorman Unit with Private Rooftop,entire home/apt
19164,30541439,Brooklyn room with Empire State building view,private room
19165,30546334,Renovated. Nice & clean 1/F RM in BK. Superhost!,private room
19166,30547975,GARDEN APARTMENT IN CLINTON HILL,entire home/apt
19167,30548591,FEMALE SHARED ROOM3 Single Beds Near Subway-3,shared room
19168,30551807,Bedford Ave Apartment,entire home/apt
19169,30552204,Bright Luxe Williamsburg Home - 4br 2ba,entire home/apt
19170,30552566,"Spacious King Bedroom in Downtown, NY",private room
19171,30552680,HUGE DESIGNER SOHO LOFT,entire home/apt
19172,30552921,"Dreamy Brooklyn 3br, sleeps many! ~*Must See*~",entire home/apt
19173,30554355,All You Need- Cozy East Village 1 BD Apt.,entire home/apt
19174,30554810,Railroad 2 bdr apartment,entire home/apt
19175,30554915,Clean & Spacious Private Bedroom 2 min. to Subway,private room
19176,30555359,YOUR BROOKLYN HOME!  COZY + COMFY + CONVENIENT!B/2,private room
19177,30555709,Spacious Sanctuary -Great Neighborhood/City Center,entire home/apt
19178,30555898,"Nice, Clean and quiet place in Williamsburg",private room
19179,30556230,THE BEST LOCATION TO EXPERIENCE NYC!  B/3,private room
19180,30557081,SUPER LOCATION + OVERSIZED SUNLIT ROOM!   R/4,private room
19181,30557292,TRAVELERS + STUDENTS + NYC LOVERS WELCOME! L/1,private room
19182,30557658,SERENE ESCAPE IN THE BUSY CITY!  L/3,private room
19183,30557920,Great studio with beautiful backyard,entire home/apt
19184,30558005,Penthouse apartment in the heart of Williamsburg,private room
19185,30558097,Warm Cozy Apt in Brooklyn,private room
19186,30558219,Master bedroom w/priv bathroom in heart of BedStuy,private room
19187,30558568,ALL YOU COULD WANT FOR YOUR STAY IN BK!  L/4,private room
19188,30558682,Cutepraise home in queens,private room
19189,30559387,Brooklyn 1 room,private room
19190,30559544,Cozy Home,entire home/apt
19191,30561213,EXPERIENCE COLORFUL NYC IN THE BEST LOCATION! R/1,private room
19192,30561958,Vibey Artist Studio - Heart of Lower East Side,entire home/apt
19193,30562291,Best Location in Luxury Building near Times Square,private room
